Positions of every atom, in reduced units, for every time step
-2.56, -2.90, -1.97
-2.80, 0.04, 0.02
-0.01, -2.44, -0.12
0.12, 0.00, -2.74
2.44, -2.07, -2.03
2.32, -0.00, 0.13
5.31, -2.13, -0.15
4.70, 0.48, -2.83
-7.74, 2.54, -2.66
-7.46, 4.89, -0.07
-4.92, 2.43, 0.20
-4.74, 4.73, -2.29
-2.83, 2.78, -2.92
-2.43, 5.34, 0.20
-0.17, 2.17, -0.31
-0.31, 4.64, -1.74
2.44, 1.80, -2.31
2.95, 5.36, 0.14
5.16, 2.59, -0.18
4.88, 4.75, -2.70
-7.44, -7.55, 2.58
-7.18, -4.99, 4.83
-4.98, -7.85, 4.75
-5.04, -4.70, 2.50
-2.45, -7.14, 2.38
-2.59, -4.80, 5.23
0.07, -7.81, 5.35
0.29, -4.99, 2.65
2.58, -7.56, 2.35
2.06, -4.95, 4.99
5.13, -7.36, 4.71
4.84, -4.93, 2.29
-7.31, -2.58, 2.56
-7.26, -0.18, 5.34
-4.86, -2.50, 4.79
-5.05, 0.10, 2.34
-2.61, -2.13, 2.29
-2.71, -0.10, 4.91
0.33, -2.55, 4.70
-0.20, -0.32, 2.02
2.62, -2.69, 2.48
2.33, 0.51, 4.97
4.54, -2.30, 4.93
4.71, 0.10, 2.71
-7.44, 2.92, 2.75
-7.47, 4.71, 4.94
-4.52, 2.05, 4.87
-4.92, 4.65, 1.98
-2.82, 1.85, 2.77
-2.48, 4.65, 4.75
-0.01, 2.54, 5.31
0.20, 4.83, 2.39
2.36, 2.07, 2.77
2.38, 4.63, 4.85
4.74, 2.49, 4.99
5.23, 5.54, 2.29
 
-7.79, -7.40, -7.46
-7.68, -4.23, -4.77
-4.70, -7.49, -4.51
-5.26, -4.49, -7.16
-2.54, -7.53, -7.29
-2.31, -5.07, -5.07
0.18, -7.63, -4.93
-0.47, -4.63, -7.60
2.77, -7.36, -7.71
2.57, -4.82, -5.16
4.46, -7.76, -4.57
4.68, -5.28, -7.55
-7.82, -2.31, -7.51
-7.42, -0.08, -5.06
-5.00, -2.45, -4.83
-4.60, 0.08, -7.12
-2.01, -2.20, -7.63
-2.33, -0.06, -4.77
0.09, -2.50, -4.56
-0.10, -0.04, -7.60
2.44, -2.83, -7.62
2.79, -0.26, -4.99
5.29, -2.51, -4.87
4.78, 0.07, -7.38
-7.42, 2.28, -7.24
-7.00, 4.56, -5.11
-4.44, 2.23, -4.96
-4.89, 5.21, -7.66
-2.78, 2.36, -7.59
-2.61, 5.36, -4.37
0.20, 2.27, -4.90
0.17, 4.79, -7.41
2.63, 2.77, -7.36
2.00, 4.59, -5.04
5.12, 2.68, -4.86
5.16, 5.12, -7.30
-7.55, -7.30, -2.35
-7.06, -4.80, -0.03
-4.87, -7.91, -0.14
-4.73, -4.52, -2.50
-2.76, -7.60, -2.90
-2.06, -4.59, -0.28
0.38, -7.31, -0.11
-0.05, -5.11, -2.67
2.54, -7.25, -2.38
1.99, -4.62, -0.09
4.67, -6.97, 0.06
5.46, -5.21, -2.44
-7.65, -2.09, -2.41
-7.49, -0.00, 0.22
-4.73, -2.34, -0.01
-4.65, 0.51, -2.44
-2.57, -2.90, -1.96
-2.80, 0.04, 0.02
-0.01, -2.44, -0.12
0.12, 0.00, -2.75
2.44, -2.06, -2.02
2.31, -0.00, 0.13
5.32, -2.12, -0.15
4.69, 0.49, -2.83
-7.74, 2.54, -2.66
-7.46, 4.89, -0.07
-4.92, 2.43, 0.20
-4.74, 4.73, -2.29
-2.84, 2.78, -2.93
-2.43, 5.35, 0.20
-0.17, 2.16, -0.31
-0.32, 4.64, -1.72
2.44, 1.79, -2.30
2.96, 5.37, 0.14
5.16, 2.59, -0.18
4.88, 4.74, -2.70
-7.44, -7.55, 2.59
-7.17, -4.99, 4.83
-4.98, -7.86, 4.75
-5.04, -4.70, 2.50
-2.45, -7.14, 2.38
-2.60, -4.80, 5.24
0.07, -7.81, 5.35
0.30, -4.99, 2.65
2.58, -7.56, 2.35
2.05, -4.95, 4.99
5.14, -7.36, 4.70
4.84, -4.93, 2.29
-7.30, -2.58, 2.57
-7.26, -0.18, 5.35
-4.86, -2.50, 4.79
-5.05, 0.10, 2.34
-2.61, -2.13, 2.29
-2.72, -0.11, 4.91
0.34, -2.55, 4.69
-0.21, -0.33, 2.01
2.62, -2.69, 2.48
2.33, 0.52, 4.97
4.54, -2.30, 4.93
4.71, 0.10, 2.72
-7.44, 2.93, 2.75
-7.47, 4.71, 4.95
-4.51, 2.05, 4.87
-4.91, 4.64, 1.97
-2.83, 1.84, 2.78
-2.48, 4.65, 4.75
-0.01, 2.55, 5.32
0.20, 4.83, 2.39
2.36, 2.06, 2.78
2.38, 4.63, 4.84
4.74, 2.49, 4.99
5.23, 5.56, 2.29
 
-7.80, -7.40, -7.46
-7.68, -4.22, -4.76
-4.69, -7.49, -4.50
-5.27, -4.48, -7.16
-2.54, -7.54, -7.29
-2.31, -5.07, -5.07
0.18, -7.63, -4.93
-0.47, -4.63, -7.60
2.78, -7.36, -7.71
2.57, -4.82, -5.17
4.46, -7.76, -4.56
4.67, -5.28, -7.56
-7.82, -2.30, -7.51
-7.42, -0.08, -5.06
-5.00, -2.45, -4.83
-4.59, 0.08, -7.11
-2.00, -2.19, -7.63
-2.33, -0.06, -4.77
0.09, -2.51, -4.55
-0.10, -0.04, -7.61
2.44, -2.83, -7.62
2.80, -0.27, -5.00
5.29, -2.51, -4.87
4.78, 0.07, -7.37
-7.42, 2.28, -7.23
-6.99, 4.55, -5.11
-4.43, 2.23, -4.96
-4.89, 5.22, -7.67
-2.78, 2.36, -7.59
-2.61, 5.36, -4.36
0.20, 2.27, -4.90
0.18, 4.79, -7.41
2.63, 2.78, -7.36
1.99, 4.58, -5.04
5.12, 2.69, -4.86
5.16, 5.12, -7.30
-7.55, -7.30, -2.35
-7.06, -4.80, -0.03
-4.87, -7.92, -0.14
-4.73, -4.51, -2.51
-2.77, -7.61, -2.91
-2.06, -4.59, -0.28
0.38, -7.31, -0.11
-0.06, -5.11, -2.67
2.54, -7.25, -2.38
1.98, -4.62, -0.09
4.66, -6.96, 0.06
5.47, -5.21, -2.44
-7.65, -2.08, -2.41
-7.49, -0.00, 0.23
-4.72, -2.34, -0.01
-4.65, 0.52, -2.44
-2.57, -2.91, -1.95
-2.81, 0.04, 0.02
-0.01, -2.44, -0.13
0.13, 0.00, -2.75
2.44, -2.06, -2.01
2.31, -0.00, 0.13
5.33, -2.12, -0.16
4.69, 0.49, -2.84
-7.75, 2.54, -2.67
-7.46, 4.89, -0.07
-4.92, 2.43, 0.21
-4.74, 4.72, -2.28
-2.85, 2.79, -2.93
-2.43, 5.36, 0.21
-0.17, 2.15, -0.32
-0.32, 4.63, -1.71
2.44, 1.78, -2.30
2.96, 5.37, 0.14
5.17, 2.59, -0.18
4.88, 4.74, -2.71
-7.44, -7.55, 2.59
-7.17, -4.99, 4.82
-4.98, -7.87, 4.75
-5.05, -4.69, 2.50
-2.45, -7.13, 2.38
-2.60, -4.79, 5.24
0.07, -7.82, 5.36
0.30, -5.00, 2.66
2.58, -7.57, 2.35
2.04, -4.95, 4.99
5.14, -7.36, 4.70
4.84, -4.93, 2.28
-7.30, -2.58, 2.57
-7.26, -0.19, 5.36
-4.85, -2.50, 4.79
-5.06, 0.10, 2.34
-2.62, -2.12, 2.29
-2.72, -0.11, 4.91
0.34, -2.55, 4.69
-0.21, -0.33, 2.00
2.63, -2.70, 2.48
2.32, 0.53, 4.97
4.53, -2.30, 4.93
4.70, 0.10, 2.72
-7.44, 2.94, 2.76
-7.47, 4.71, 4.95
-4.50, 2.04, 4.87
-4.91, 4.64, 1.96
-2.83, 1.83, 2.78
-2.48, 4.64, 4.75
-0.01, 2.55, 5.32
0.21, 4.83, 2.39
2.35, 2.05, 2.78
2.38, 4.62, 4.84
4.73, 2.49, 4.99
5.24, 5.57, 2.29
 
-7.80, -7.40, -7.46
-7.69, -4.21, -4.76
-4.69, -7.49, -4.49
-5.27, -4.47, -7.15
-2.54, -7.54, -7.29
-2.30, -5.07, -5.07
0.18, -7.63, -4.93
-0.48, -4.62, -7.60
2.78, -7.36, -7.72
2.58, -4.82, -5.17
4.45, -7.77, -4.55
4.67, -5.29, -7.56
-7.83, -2.30, -7.51
-7.42, -0.08, -5.06
-5.00, -2.45, -4.83
-4.58, 0.08, -7.11
-1.99, -2.19, -7.64
-2.32, -0.06, -4.77
0.09, -2.51, -4.55
-0.10, -0.04, -7.61
2.44, -2.84, -7.63
2.80, -0.27, -5.00
5.30, -2.51, -4.87
4.77, 0.08, -7.37
-7.42, 2.28, -7.23
-6.99, 4.55, -5.11
-4.42, 2.22, -4.97
-4.89, 5.22, -7.67
-2.79, 2.36, -7.60
-2.61, 5.37, -4.35
0.20, 2.27, -4.90
0.18, 4.78, -7.41
2.64, 2.78, -7.36
1.99, 4.58, -5.04
5.12, 2.69, -4.85
5.17, 5.12, -7.30
-7.55, -7.30, -2.35
-7.05, -4.80, -0.03
-4.87, -7.93, -0.15
-4.72, -4.51, -2.51
-2.77, -7.61, -2.92
-2.05, -4.58, -0.29
0.39, -7.30, -0.12
-0.06, -5.11, -2.67
2.54, -7.25, -2.38
1.97, -4.61, -0.09
4.66, -6.95, 0.06
5.48, -5.22, -2.44
-7.66, -2.08, -2.41
-7.49, -0.00, 0.23
-4.72, -2.33, -0.01
-4.65, 0.53, -2.44
-2.57, -2.92, -1.95
-2.81, 0.04, 0.02
-0.01, -2.44, -0.13
0.13, 0.00, -2.76
2.44, -2.05, -2.01
2.31, -0.00, 0.14
5.33, -2.11, -0.16
4.69, 0.50, -2.85
-7.75, 2.54, -2.67
-7.47, 4.89, -0.07
-4.92, 2.43, 0.21
-4.73, 4.72, -2.28
-2.85, 2.79, -2.94
-2.42, 5.37, 0.21
-0.17, 2.15, -0.33
-0.33, 4.63, -1.70
2.44, 1.77, -2.30
2.97, 5.38, 0.15
5.17, 2.59, -0.19
4.88, 4.74, -2.71
-7.44, -7.55, 2.59
-7.17, -5.00, 4.82
-4.98, -7.87, 4.75
-5.05, -4.69, 2.50
-2.45, -7.13, 2.37
-2.60, -4.79, 5.25
0.07, -7.83, 5.37
0.31, -5.00, 2.66
2.58, -7.57, 2.35
2.04, -4.95, 4.99
5.14, -7.36, 4.70
4.84, -4.93, 2.28
-7.30, -2.59, 2.57
-7.25, -0.19, 5.36
-4.85, -2.50, 4.78
-5.06, 0.10, 2.34
-2.62, -2.12, 2.28
-2.73, -0.11, 4.91
0.35, -2.56, 4.68
-0.21, -0.34, 1.99
2.63, -2.70, 2.48
2.32, 0.54, 4.97
4.53, -2.29, 4.93
4.70, 0.10, 2.73
-7.44, 2.95, 2.76
-7.47, 4.70, 4.95
-4.50, 2.03, 4.87
-4.91, 4.63, 1.95
-2.84, 1.82, 2.79
-2.48, 4.64, 4.74
-0.01, 2.55, 5.33
0.21, 4.83, 2.39
2.35, 2.05, 2.79
2.38, 4.62, 4.84
4.73, 2.49, 4.99
5.24, 5.58, 2.29
 
-7.81, -7.40, -7.47
-7.69, -4.19, -4.76
-4.69, -7.50, -4.49
-5.28, -4.46, -7.15
-2.54, -7.54, -7.29
-2.30, -5.07, -5.08
0.19, -7.64, -4.93
-0.49, -4.62, -7.61
2.79, -7.36, -7.72
2.58, -4.82, -5.17
4.44, -7.78, -4.55
4.66, -5.30, -7.56
-7.84, -2.30, -7.51
-7.42, -0.08, -5.07
-5.00, -2.45, -4.83
-4.58, 0.08, -7.11
-1.99, -2.18, -7.64
-2.32, -0.06, -4.77
0.09, -2.51, -4.54
-0.10, -0.04, -7.62
2.44, -2.85, -7.63
2.81, -0.28, -5.00
5.31, -2.51, -4.86
4.77, 0.08, -7.37
-7.42, 2.27, -7.23
-6.98, 4.54, -5.12
-4.42, 2.22, -4.97
-4.89, 5.23, -7.68
-2.79, 2.36, -7.60
-2.61, 5.38, -4.34
0.21, 2.26, -4.90
0.18, 4.78, -7.41
2.64, 2.79, -7.36
1.98, 4.57, -5.04
5.13, 2.69, -4.85
5.17, 5.13, -7.30
-7.56, -7.30, -2.35
-7.05, -4.80, -0.03
-4.87, -7.94, -0.15
-4.72, -4.50, -2.51
-2.78, -7.62, -2.93
-2.04, -4.58, -0.29
0.40, -7.30, -0.12
-0.06, -5.12, -2.68
2.54, -7.24, -2.38
1.96, -4.61, -0.09
4.66, -6.95, 0.06
5.49, -5.22, -2.44
-7.66, -2.07, -2.41
-7.50, -0.00, 0.23
-4.72, -2.33, -0.01
-4.64, 0.54, -2.44
-2.57, -2.93, -1.94
-2.82, 0.05, 0.02
-0.01, -2.44, -0.13
0.13, 0.00, -2.76
2.44, -2.04, -2.00
2.31, -0.00, 0.14
5.34, -2.11, -0.16
4.68, 0.51, -2.85
-7.76, 2.54, -2.67
-7.47, 4.89, -0.07
-4.92, 2.43, 0.21
-4.73, 4.72, -2.28
-2.86, 2.80, -2.95
-2.42, 5.37, 0.22
-0.18, 2.14, -0.33
-0.33, 4.62, -1.69
2.44, 1.76, -2.30
2.98, 5.39, 0.15
5.17, 2.60, -0.19
4.88, 4.74, -2.71
-7.44, -7.56, 2.59
-7.16, -5.00, 4.82
-4.98, -7.88, 4.74
-5.05, -4.69, 2.50
-2.45, -7.12, 2.37
-2.60, -4.79, 5.25
0.07, -7.84, 5.37
0.31, -5.00, 2.66
2.59, -7.57, 2.35
2.03, -4.95, 4.99
5.15, -7.36, 4.69
4.84, -4.93, 2.28
-7.30, -2.59, 2.57
-7.25, -0.19, 5.37
-4.85, -2.50, 4.78
-5.06, 0.10, 2.33
-2.62, -2.11, 2.28
-2.73, -0.11, 4.91
0.35, -2.56, 4.68
-0.22, -0.35, 1.98
2.63, -2.71, 2.48
2.32, 0.54, 4.97
4.52, -2.29, 4.93
4.70, 0.10, 2.73
-7.44, 2.95, 2.77
-7.48, 4.70, 4.95
-4.49, 2.03, 4.87
-4.91, 4.63, 1.95
-2.85, 1.81, 2.79
-2.48, 4.63, 4.74
-0.01, 2.55, 5.33
0.21, 4.83, 2.38
2.35, 2.04, 2.79
2.38, 4.61, 4.84
4.73, 2.49, 4.99
5.25, 5.59, 2.28
 
-7.82, -7.40, -7.47
-7.70, -4.18, -4.75
-4.68, -7.50, -4.48
-5.28, -4.46, -7.15
-2.54, -7.54, -7.29
-2.30, -5.08, -5.08
0.19, -7.64, -4.93
-0.50, -4.61, -7.61
2.79, -7.36, -7.73
2.58, -4.81, -5.18
4.43, -7.78, -4.54
4.66, -5.30, -7.56
-7.84, -2.30, -7.51
-7.42, -0.08, -5.07
-5.00, -2.45, -4.83
-4.57, 0.09, -7.10
-1.98, -2.18, -7.64
-2.32, -0.06, -4.76
0.10, -2.51, -4.54
-0.10, -0.04, -7.62
2.44, -2.85, -7.63
2.81, -0.28, -5.00
5.31, -2.51, -4.86
4.77, 0.08, -7.37
-7.42, 2.27, -7.23
-6.97, 4.54, -5.12
-4.41, 2.21, -4.97
-4.89, 5.23, -7.68
-2.80, 2.36, -7.60
-2.62, 5.39, -4.33
0.21, 2.26, -4.89
0.18, 4.78, -7.41
2.64, 2.79, -7.36
1.97, 4.57, -5.04
5.13, 2.70, -4.85
5.18, 5.13, -7.29
-7.56, -7.30, -2.35
-7.04, -4.79, -0.03
-4.87, -7.95, -0.15
-4.72, -4.49, -2.51
-2.78, -7.62, -2.93
-2.04, -4.57, -0.30
0.40, -7.30, -0.12
-0.06, -5.12, -2.68
2.54, -7.24, -2.38
1.96, -4.60, -0.10
4.65, -6.94, 0.06
5.49, -5.23, -2.44
-7.67, -2.06, -2.41
-7.50, -0.00, 0.24
-4.71, -2.33, -0.01
-4.64, 0.55, -2.44
-2.57, -2.93, -1.93
-2.83, 0.05, 0.02
-0.01, -2.44, -0.13
0.13, 0.00, -2.77
2.44, -2.04, -1.99
2.30, -0.00, 0.14
5.35, -2.10, -0.16
4.68, 0.52, -2.86
-7.76, 2.54, -2.68
-7.47, 4.89, -0.07
-4.92, 2.43, 0.22
-4.73, 4.71, -2.27
-2.87, 2.80, -2.96
-2.42, 5.38, 0.22
-0.18, 2.14, -0.34
-0.34, 4.62, -1.67
2.44, 1.75, -2.29
2.99, 5.40, 0.15
5.18, 2.60, -0.19
4.88, 4.73, -2.72
-7.44, -7.56, 2.59
-7.16, -5.00, 4.82
-4.98, -7.89, 4.74
-5.05, -4.68, 2.50
-2.45, -7.12, 2.37
-2.61, -4.79, 5.26
0.07, -7.84, 5.38
0.32, -5.00, 2.67
2.59, -7.58, 2.34
2.02, -4.95, 4.99
5.15, -7.36, 4.69
4.84, -4.93, 2.27
-7.30, -2.59, 2.57
-7.25, -0.20, 5.38
-4.85, -2.50, 4.78
-5.06, 0.11, 2.33
-2.62, -2.10, 2.28
-2.74, -0.11, 4.91
0.36, -2.56, 4.68
-0.22, -0.35, 1.98
2.64, -2.71, 2.48
2.32, 0.55, 4.97
4.51, -2.29, 4.93
4.69, 0.11, 2.74
-7.45, 2.96, 2.77
-7.48, 4.69, 4.95
-4.48, 2.02, 4.87
-4.91, 4.62, 1.94
-2.85, 1.80, 2.80
-2.48, 4.63, 4.74
-0.01, 2.55, 5.34
0.22, 4.82, 2.38
2.35, 2.03, 2.80
2.38, 4.61, 4.84
4.72, 2.49, 4.99
5.25, 5.60, 2.28
 
-7.82, -7.40, -7.47
-7.70, -4.17, -4.75
-4.68, -7.50, -4.47
-5.29, -4.45, -7.14
-2.54, -7.55, -7.28
-2.29, -5.08, -5.08
0.19, -7.65, -4.93
-0.51, -4.61, -7.61
2.80, -7.36, -7.73
2.58, -4.81, -5.18
4.42, -7.79, -4.54
4.66, -5.31, -7.57
-7.85, -2.29, -7.52
-7.42, -0.08, -5.07
-5.01, -2.45, -4.83
-4.57, 0.09, -7.10
-1.97, -2.18, -7.65
-2.32, -0.06, -4.76
0.10, -2.51, -4.53
-0.10, -0.04, -7.62
2.44, -2.86, -7.64
2.82, -0.29, -5.00
5.32, -2.51, -4.86
4.77, 0.08, -7.37
-7.42, 2.27, -7.22
-6.97, 4.53, -5.12
-4.40, 2.21, -4.97
-4.89, 5.24, -7.69
-2.80, 2.35, -7.61
-2.62, 5.39, -4.32
0.21, 2.26, -4.89
0.19, 4.78, -7.41
2.65, 2.80, -7.36
1.96, 4.56, -5.05
5.13, 2.70, -4.85
5.18, 5.13, -7.29
-7.56, -7.30, -2.34
-7.04, -4.79, -0.03
-4.87, -7.96, -0.15
-4.72, -4.49, -2.51
-2.79, -7.62, -2.94
-2.03, -4.56, -0.30
0.41, -7.30, -0.12
-0.06, -5.12, -2.68
2.54, -7.24, -2.38
1.95, -4.60, -0.10
4.65, -6.93, 0.06
5.50, -5.23, -2.44
-7.67, -2.06, -2.41
-7.50, -0.00, 0.24
-4.71, -2.33, -0.01
-4.63, 0.55, -2.44
-2.58, -2.94, -1.92
-2.83, 0.05, 0.02
-0.01, -2.44, -0.13
0.13, 0.00, -2.77
2.44, -2.03, -1.98
2.30, -0.00, 0.14
5.35, -2.10, -0.17
4.67, 0.53, -2.87
-7.77, 2.54, -2.68
-7.47, 4.89, -0.08
-4.92, 2.43, 0.22
-4.73, 4.71, -2.27
-2.87, 2.81, -2.97
-2.42, 5.39, 0.22
-0.18, 2.13, -0.34
-0.34, 4.61, -1.66
2.43, 1.74, -2.29
3.00, 5.40, 0.15
5.18, 2.60, -0.19
4.87, 4.73, -2.72
-7.44, -7.56, 2.60
-7.16, -5.00, 4.82
-4.98, -7.90, 4.74
-5.05, -4.68, 2.50
-2.44, -7.12, 2.37
-2.61, -4.79, 5.26
0.07, -7.85, 5.39
0.32, -5.00, 2.67
2.59, -7.58, 2.34
2.01, -4.95, 4.99
5.15, -7.36, 4.69
4.84, -4.93, 2.27
-7.30, -2.59, 2.57
-7.25, -0.20, 5.39
-4.85, -2.50, 4.78
-5.06, 0.11, 2.33
-2.63, -2.10, 2.27
-2.74, -0.11, 4.91
0.37, -2.56, 4.67
-0.22, -0.36, 1.97
2.64, -2.71, 2.48
2.31, 0.56, 4.98
4.51, -2.29, 4.93
4.69, 0.11, 2.74
-7.45, 2.97, 2.78
-7.48, 4.69, 4.95
-4.47, 2.01, 4.87
-4.91, 4.62, 1.93
-2.86, 1.79, 2.80
-2.48, 4.62, 4.74
-0.01, 2.55, 5.35
0.22, 4.82, 2.38
2.35, 2.03, 2.80
2.37, 4.60, 4.84
4.72, 2.49, 4.99
5.26, 5.61, 2.28
 
-7.83, -7.40, -7.47
-7.71, -4.16, -4.75
-4.67, -7.50, -4.47
-5.30, -4.44, -7.14
-2.55, -7.55, -7.28
-2.29, -5.08, -5.08
0.19, -7.65, -4.93
-0.51, -4.60, -7.62
2.80, -7.36, -7.74
2.58, -4.81, -5.19
4.42, -7.79, -4.53
4.65, -5.31, -7.57
-7.86, -2.29, -7.52
-7.42, -0.08, -5.07
-5.01, -2.45, -4.82
-4.56, 0.09, -7.09
-1.96, -2.17, -7.65
-2.31, -0.06, -4.76
0.10, -2.51, -4.52
-0.11, -0.04, -7.63
2.44, -2.86, -7.64
2.82, -0.29, -5.00
5.32, -2.51, -4.86
4.76, 0.08, -7.37
-7.42, 2.27, -7.22
-6.96, 4.52, -5.13
-4.39, 2.21, -4.97
-4.89, 5.24, -7.69
-2.81, 2.35, -7.61
-2.62, 5.40, -4.31
0.22, 2.25, -4.89
0.19, 4.78, -7.41
2.65, 2.80, -7.36
1.95, 4.56, -5.05
5.14, 2.70, -4.85
5.18, 5.13, -7.29
-7.56, -7.29, -2.34
-7.03, -4.79, -0.03
-4.87, -7.97, -0.15
-4.71, -4.48, -2.51
-2.79, -7.63, -2.95
-2.02, -4.56, -0.31
0.41, -7.30, -0.12
-0.06, -5.13, -2.69
2.54, -7.24, -2.38
1.94, -4.59, -0.10
4.64, -6.92, 0.06
5.51, -5.24, -2.44
-7.68, -2.05, -2.41
-7.50, -0.00, 0.25
-4.71, -2.33, -0.01
-4.63, 0.56, -2.44
-2.58, -2.95, -1.91
-2.84, 0.05, 0.02
-0.01, -2.44, -0.14
0.14, 0.00, -2.78
2.44, -2.02, -1.98
2.30, -0.00, 0.15
5.36, -2.09, -0.17
4.67, 0.54, -2.87
-7.78, 2.54, -2.68
-7.47, 4.89, -0.08
-4.91, 2.43, 0.22
-4.72, 4.71, -2.27
-2.88, 2.82, -2.97
-2.42, 5.39, 0.23
-0.19, 2.13, -0.35
-0.35, 4.61, -1.65
2.43, 1.72, -2.29
3.01, 5.41, 0.16
5.19, 2.60, -0.20
4.87, 4.73, -2.73
-7.44, -7.56, 2.60
-7.15, -5.00, 4.82
-4.98, -7.91, 4.73
-5.06, -4.67, 2.50
-2.44, -7.11, 2.37
-2.61, -4.78, 5.27
0.07, -7.86, 5.40
0.33, -5.00, 2.67
2.59, -7.58, 2.34
2.01, -4.95, 4.99
5.16, -7.36, 4.68
4.83, -4.93, 2.27
-7.30, -2.59, 2.58
-7.25, -0.20, 5.39
-4.85, -2.50, 4.78
-5.07, 0.11, 2.33
-2.63, -2.09, 2.27
-2.75, -0.12, 4.91
0.37, -2.56, 4.67
-0.23, -0.36, 1.96
2.64, -2.72, 2.48
2.31, 0.57, 4.98
4.50, -2.28, 4.93
4.69, 0.11, 2.74
-7.45, 2.98, 2.78
-7.48, 4.69, 4.95
-4.47, 2.01, 4.87
-4.91, 4.61, 1.92
-2.87, 1.78, 2.81
-2.48, 4.62, 4.73
-0.01, 2.55, 5.35
0.22, 4.82, 2.38
2.34, 2.02, 2.81
2.37, 4.60, 4.84
4.72, 2.49, 4.99
5.26, 5.62, 2.27
 
-7.84, -7.40, -7.47
-7.71, -4.15, -4.75
-4.67, -7.50, -4.46
-5.30, -4.44, -7.14
-2.55, -7.55, -7.28
-2.29, -5.08, -5.09
0.20, -7.65, -4.93
-0.52, -4.60, -7.62
2.81, -7.36, -7.74
2.59, -4.81, -5.19
4.41, -7.80, -4.52
4.65, -5.32, -7.57
-7.87, -2.29, -7.52
-7.42, -0.09, -5.08
-5.01, -2.45, -4.82
-4.56, 0.09, -7.09
-1.96, -2.17, -7.66
-2.31, -0.06, -4.76
0.10, -2.51, -4.52
-0.11, -0.04, -7.63
2.44, -2.87, -7.65
2.83, -0.29, -5.00
5.33, -2.51, -4.86
4.76, 0.08, -7.37
-7.42, 2.26, -7.22
-6.95, 4.52, -5.13
-4.38, 2.20, -4.97
-4.89, 5.25, -7.70
-2.81, 2.35, -7.61
-2.62, 5.41, -4.30
0.22, 2.25, -4.89
0.19, 4.77, -7.41
2.65, 2.81, -7.36
1.95, 4.55, -5.05
5.14, 2.71, -4.85
5.19, 5.14, -7.29
-7.57, -7.29, -2.34
-7.03, -4.79, -0.03
-4.87, -7.98, -0.16
-4.71, -4.47, -2.51
-2.80, -7.63, -2.96
-2.02, -4.55, -0.31
0.42, -7.30, -0.12
-0.06, -5.13, -2.69
2.54, -7.24, -2.38
1.93, -4.59, -0.10
4.64, -6.92, 0.06
5.52, -5.24, -2.44
-7.68, -2.04, -2.41
-7.50, -0.00, 0.25
-4.70, -2.32, -0.01
-4.62, 0.57, -2.43
-2.58, -2.96, -1.90
-2.84, 0.05, 0.02
-0.01, -2.44, -0.14
0.14, 0.00, -2.78
2.44, -2.02, -1.97
2.30, -0.00, 0.15
5.37, -2.08, -0.17
4.67, 0.54, -2.88
-7.78, 2.55, -2.69
-7.47, 4.89, -0.08
-4.91, 2.43, 0.23
-4.72, 4.70, -2.27
-2.89, 2.82, -2.98
-2.42, 5.40, 0.23
-0.19, 2.12, -0.35
-0.35, 4.60, -1.64
2.43, 1.71, -2.29
3.01, 5.42, 0.16
5.19, 2.60, -0.20
4.87, 4.72, -2.73
-7.44, -7.57, 2.60
-7.15, -5.00, 4.81
-4.98, -7.91, 4.73
-5.06, -4.67, 2.50
-2.44, -7.11, 2.37
-2.61, -4.78, 5.27
0.08, -7.86, 5.40
0.33, -5.00, 2.68
2.59, -7.58, 2.34
2.00, -4.95, 4.99
5.16, -7.36, 4.68
4.83, -4.93, 2.27
-7.29, -2.60, 2.58
-7.24, -0.21, 5.40
-4.85, -2.50, 4.77
-5.07, 0.11, 2.33
-2.63, -2.09, 2.27
-2.75, -0.12, 4.91
0.38, -2.56, 4.67
-0.23, -0.37, 1.95
2.64, -2.72, 2.48
2.31, 0.58, 4.98
4.49, -2.28, 4.93
4.68, 0.11, 2.75
-7.45, 2.98, 2.79
-7.48, 4.68, 4.95
-4.46, 2.00, 4.87
-4.91, 4.61, 1.91
-2.87, 1.77, 2.81
-2.48, 4.61, 4.73
-0.01, 2.56, 5.36
0.23, 4.82, 2.38
2.34, 2.01, 2.82
2.37, 4.59, 4.83
4.71, 2.49, 4.99
5.27, 5.63, 2.27
 
-7.84, -7.40, -7.47
-7.72, -4.14, -4.74
-4.67, -7.50, -4.45
-5.31, -4.43, -7.13
-2.55, -7.55, -7.28
-2.29, -5.09, -5.09
0.20, -7.66, -4.93
-0.53, -4.59, -7.63
2.81, -7.35, -7.75
2.59, -4.81, -5.19
4.40, -7.81, -4.52
4.64, -5.32, -7.58
-7.87, -2.29, -7.52
-7.42, -0.09, -5.08
-5.01, -2.45, -4.82
-4.55, 0.09, -7.08
-1.95, -2.16, -7.66
-2.31, -0.06, -4.75
0.10, -2.51, -4.51
-0.11, -0.04, -7.63
2.44, -2.88, -7.65
2.84, -0.30, -5.00
5.34, -2.51, -4.86
4.76, 0.08, -7.37
-7.42, 2.26, -7.22
-6.95, 4.51, -5.13
-4.38, 2.20, -4.97
-4.89, 5.25, -7.70
-2.82, 2.35, -7.62
-2.63, 5.41, -4.29
0.22, 2.25, -4.89
0.20, 4.77, -7.41
2.65, 2.82, -7.36
1.94, 4.54, -5.05
5.14, 2.71, -4.85
5.19, 5.14, -7.29
-7.57, -7.29, -2.34
-7.02, -4.79, -0.03
